Unnamed: 0,carat,cut,color,clarity,average us salary,number of diamonds mined (millions),depth,table,price,x,y,z
7207.0,0.91,very good,e,si1,46922.0,3.68,63.3,56.0,4191.0,6.12,6.17,3.89
7208.0,0.91,very good,e,si1,47987.0,2.96,61.75,59.0,4191.0,6.34,6.39,3.74
7209.0,0.9,ideal,e,si2,32062.0,3.52,62.2,55.0,4191.0,6.19,6.22,3.86
7210.0,1.04,good,d,si2,48518.0,4.57,61.75,63.0,4191.0,6.67,6.7,3.85
7211.0,1.01,good,h,si1,33713.0,4.22,64.0,58.0,4191.0,6.37,6.31,4.06
7212.0,0.9,premium,h,vs2,35255.0,2.35,61.7,59.0,4191.0,6.19,6.13,3.8
7213.0,1.01,very good,h,si1,33280.0,3.27,63.4,58.0,4191.0,6.41,6.37,4.05
7214.0,1.01,fair,h,si1,33480.0,4.78,64.6,55.0,4191.0,6.29,6.25,4.05
7215.0,1.01,premium,h,si1,31763.0,2.24,61.9,59.0,4191.0,6.35,6.32,3.92
7216.0,1.01,ideal,h,si1,42391.0,4.13,60.2,56.0,4191.0,6.47,6.42,3.88
7217.0,1.01,premium,h,si1,35076.0,0.99,61.2,59.0,4191.0,6.45,6.4,3.93
7218.0,1.01,premium,h,si1,30386.0,2.18,61.75,62.0,4191.0,6.59,6.54,3.86
7219.0,1.01,premium,h,si1,39390.0,0.98,61.75,62.0,4191.0,6.54,6.48,3.78
7220.0,1.1,very good,i,si2,45876.0,3.35,62.6,59.0,4192.0,6.53,6.57,4.1
7221.0,1.21,good,j,si2,37384.0,2.73,63.7,55.0,4192.0,6.75,6.81,4.32
7222.0,0.89,ideal,d,si2,33263.0,1.02,60.8,56.0,4192.0,6.22,6.25,3.79
7223.0,1.04,very good,i,si1,32781.0,2.21,63.2,54.0,4193.0,6.49,6.42,4.08
7224.0,0.91,very good,h,vs2,48302.0,4.13,61.75,59.0,4193.0,6.35,6.47,3.74
7225.0,0.9,good,d,si1,32010.0,4.43,63.8,58.0,4193.0,6.09,6.13,3.9
7226.0,1.04,good,h,si2,34893.0,3.45,61.75,58.0,4193.0,6.72,6.68,3.88
7227.0,1.04,ideal,h,si2,47906.0,3.4,60.3,56.0,4193.0,6.61,6.58,3.98
7228.0,0.8,premium,g,if,46692.0,1.91,62.6,58.0,4193.0,5.93,5.89,3.7
7229.0,1.07,good,i,vs2,48123.0,4.23,63.8,60.0,4194.0,6.41,6.38,4.08
7230.0,0.9,ideal,h,si1,40607.0,1.53,61.75,57.46,4194.0,5.73,6.24,3.54
7231.0,0.95,very good,g,si2,41145.0,3.15,62.6,58.0,4194.0,6.17,6.23,3.88
7232.0,1.01,ideal,g,si1,38732.0,1.97,63.0,54.0,4194.0,5.73,6.41,3.54
7233.0,0.92,premium,f,si1,45265.0,1.63,62.2,59.0,4194.0,6.21,6.14,3.84
7234.0,1.01,ideal,j,si1,30064.0,1.42,60.2,59.0,4194.0,6.48,6.51,3.91
7235.0,0.8,fair,i,si1,45637.0,0.69,61.75,57.0,4194.0,5.73,6.09,3.54
7236.0,0.9,good,g,vs2,38633.0,2.21,63.6,58.0,4194.0,6.12,6.08,3.88
7237.0,1.07,premium,h,si2,30329.0,4.19,62.2,59.0,4194.0,6.53,6.47,4.04
7238.0,0.9,premium,g,vs2,34942.0,4.28,61.3,59.0,4194.0,6.21,6.15,3.79
7239.0,1.13,very good,i,si2,33149.0,3.18,59.9,57.0,4195.0,6.76,6.8,4.06
7240.0,1.01,good,g,si1,34974.0,4.2,63.6,58.0,4195.0,6.29,6.35,4.02
7241.0,1.0,very good,g,si2,36319.0,1.99,60.0,62.0,4195.0,6.45,6.48,3.88
7242.0,0.73,ideal,d,vs1,43945.0,2.02,61.5,58.0,4196.0,5.76,5.79,3.55
7243.0,1.11,premium,i,si2,36619.0,3.74,61.5,58.0,4196.0,6.65,6.61,4.08
7244.0,0.8,ideal,h,si1,44691.0,2.21,62.7,57.0,3933.02,6.53,5.73,3.54
7245.0,1.11,ideal,e,si2,30738.0,4.26,62.0,57.0,4196.0,6.67,6.63,4.12
7246.0,1.11,premium,i,si2,42975.0,4.44,61.8,58.0,4196.0,6.66,6.61,4.1
7247.0,1.01,premium,f,si2,31353.0,1.0,59.6,59.0,4197.0,6.59,6.52,3.91
7248.0,1.0,ideal,f,si2,46057.0,2.67,61.8,57.0,4197.0,6.36,6.45,3.96
7249.0,1.06,very good,i,si1,46890.0,2.55,62.7,56.0,4197.0,6.46,6.5,4.06
7250.0,1.18,premium,j,si2,34986.0,2.02,61.3,60.0,4197.0,6.78,6.83,4.17
7251.0,1.01,premium,f,si2,47718.0,4.39,61.0,60.0,4197.0,6.48,6.44,3.94
7252.0,1.01,premium,f,si2,45731.0,0.7,62.7,56.0,4197.0,6.4,6.35,4.0
7253.0,1.01,good,f,si2,40929.0,4.83,63.6,59.0,4197.0,6.37,6.34,4.04
7254.0,1.01,premium,f,si2,39768.0,4.55,61.75,62.0,4197.0,6.49,6.46,3.81
7255.0,1.01,good,i,vs2,39065.0,4.36,63.9,59.0,4197.0,6.29,6.26,4.01
7256.0,1.01,good,f,si2,47713.0,1.58,64.3,59.0,4197.0,6.33,6.26,4.05
7257.0,1.01,ideal,f,si2,30318.0,4.25,60.8,55.0,4197.0,6.52,6.48,3.95
7258.0,0.7,good,d,vvs1,34664.0,3.71,59.2,59.0,4198.0,5.76,5.79,3.42
7259.0,1.19,premium,j,si2,45951.0,1.83,61.75,60.0,4198.0,6.98,6.92,4.06
7260.0,0.9,ideal,f,si2,41539.0,5.16,61.5,56.0,4198.0,6.24,6.18,3.82
7261.0,1.05,premium,g,si2,47772.0,1.38,61.8,60.0,4198.0,6.49,6.46,4.0
7262.0,0.8,ideal,g,si1,43492.0,1.42,61.75,57.46,3933.02,5.73,5.73,4.06
7263.0,1.05,very good,j,si1,41334.0,3.8,62.5,58.0,4199.0,6.47,6.52,4.06
7264.0,1.03,ideal,e,si2,35336.0,4.77,61.6,56.0,4199.0,6.5,6.45,3.99
7265.0,0.91,ideal,i,vs2,43711.0,1.76,61.6,56.0,4199.0,6.17,6.25,3.83
7266.0,0.91,ideal,i,vs2,42295.0,3.15,61.9,56.0,4199.0,6.18,6.22,3.84
7267.0,1.25,very good,h,si2,42127.0,2.3,63.2,60.0,4199.0,6.87,6.81,4.32
7268.0,1.03,ideal,i,vs1,40232.0,2.93,62.4,57.0,4199.0,6.48,6.4,4.02
7269.0,1.03,premium,i,vs1,34188.0,1.47,60.1,59.0,4199.0,6.53,6.46,3.9
7270.0,1.0,ideal,i,si1,30453.0,2.01,61.4,56.0,4200.0,6.45,6.39,3.94
7271.0,1.04,ideal,g,si2,44767.0,1.64,62.0,57.0,4200.0,6.53,6.6,4.07
7272.0,1.04,very good,g,si2,35807.0,5.18,60.9,58.0,4200.0,6.52,6.58,3.99
7273.0,1.04,premium,g,si2,33671.0,3.92,61.2,58.0,4200.0,6.5,6.57,4.0
7274.0,1.04,very good,g,si2,44204.0,1.5,62.9,58.0,4200.0,6.43,6.47,4.06
7275.0,1.0,very good,h,si2,48655.0,1.05,63.3,57.0,4200.0,6.37,6.3,4.01
7276.0,1.0,premium,i,si1,40430.0,0.65,60.5,59.0,4200.0,6.54,6.49,3.94
7277.0,0.8,good,g,si1,35967.0,2.7,63.7,57.46,4200.0,5.73,6.29,3.54
7278.0,1.0,ideal,i,si1,38466.0,3.33,59.8,57.0,4200.0,6.5,6.44,3.87
7279.0,1.0,premium,h,si2,44540.0,2.1,62.7,58.0,4200.0,6.33,6.31,3.96
7280.0,1.0,very good,i,si1,32852.0,1.2,63.3,58.0,4200.0,6.34,6.3,4.0
7281.0,1.0,premium,f,si2,43937.0,3.88,62.5,59.0,4200.0,6.4,6.28,3.96
26979.73,0.8,premium,g,si2,45982.0,0.99,61.75,62.0,4200.0,5.73,6.34,3.89
7283.0,1.0,premium,e,si2,34786.0,2.1,62.8,59.0,4200.0,6.34,6.3,3.97
7284.0,1.25,premium,j,si1,35978.0,2.85,62.0,61.0,4200.0,6.86,6.84,4.25
7285.0,1.25,premium,h,si2,35547.0,4.57,60.5,61.0,4200.0,6.97,6.91,4.2
7286.0,0.9,very good,h,vs1,34520.0,2.41,60.5,63.0,4201.0,6.13,6.16,3.72
7287.0,1.07,very good,g,si2,44066.0,1.44,61.75,61.0,4201.0,6.59,6.71,3.89
7288.0,1.07,premium,g,si2,38314.0,4.29,59.8,60.0,4201.0,6.65,6.7,3.99
7289.0,1.07,very good,g,si2,47485.0,2.86,59.9,59.0,4201.0,6.61,6.67,3.98
7290.0,1.1,premium,e,si2,43280.0,2.01,60.0,60.0,4201.0,6.7,6.73,4.03
7291.0,0.91,very good,h,vs2,31439.0,2.91,59.9,62.0,4201.0,6.26,6.33,3.77
7292.0,0.91,very good,h,vs2,43971.0,0.76,62.8,58.0,4201.0,6.15,6.17,3.87
7293.0,0.91,premium,h,vs2,44663.0,4.29,61.9,59.0,4201.0,6.18,6.23,3.84
7294.0,0.9,very good,e,si1,31450.0,0.68,62.1,59.0,4201.0,6.13,6.17,3.82
7295.0,0.9,ideal,h,vs1,36822.0,2.82,60.9,57.0,4201.0,6.2,6.24,3.79
7296.0,1.05,ideal,j,vs2,41754.0,3.05,62.3,56.0,4201.0,6.55,6.51,4.07
7297.0,1.21,good,e,i1,34216.0,4.87,64.0,57.0,4201.0,6.73,6.67,4.29
7298.0,1.1,very good,i,si2,37591.0,1.11,60.5,59.0,4202.0,6.65,6.71,4.04
7299.0,1.11,very good,i,si2,37411.0,4.76,61.1,58.0,4202.0,6.63,6.69,4.07
7300.0,1.0,premium,e,si2,43556.0,4.8,61.75,61.0,4202.0,6.52,6.48,3.8
7301.0,1.0,good,i,vs1,41722.0,5.14,63.8,56.0,4202.0,6.35,6.32,4.04
7302.0,0.9,good,e,vs2,30998.0,1.63,64.0,58.0,4203.0,6.07,6.02,3.87
7303.0,1.2,premium,d,si2,32941.0,2.3,60.2,60.0,4203.0,6.94,6.81,4.14
7304.0,1.05,good,e,si2,35747.0,3.35,63.2,59.0,4204.0,6.36,6.43,4.04
7305.0,1.0,good,f,si2,33120.0,5.03,62.0,59.0,4204.0,6.32,6.36,3.93
7306.0,0.96,premium,g,si2,46661.0,0.64,59.3,58.0,4204.0,6.49,6.43,3.83
7307.0,0.91,premium,f,si1,32681.0,2.5,62.1,56.0,4204.0,6.24,6.2,3.86
7308.0,0.84,very good,d,si1,35634.0,2.24,59.9,54.0,4205.0,6.2,6.23,3.72
7309.0,0.7,ideal,e,vvs2,38249.0,3.03,61.6,56.0,4205.0,5.72,5.75,3.53
7310.0,0.91,good,h,vvs2,43011.0,4.32,61.75,57.0,4205.0,6.01,6.11,3.97
7311.0,1.01,fair,d,si2,47427.0,4.47,61.75,55.0,4205.0,6.33,6.19,4.09
7312.0,1.13,very good,j,vs2,36418.0,4.27,62.0,59.0,4206.0,6.62,6.66,4.12
7313.0,1.07,premium,i,si2,33088.0,4.69,61.75,59.0,4206.0,6.68,6.63,3.97
7314.0,1.0,very good,g,si2,30672.0,2.46,62.8,57.0,4207.0,6.31,6.37,3.98
7315.0,1.02,premium,h,si2,43836.0,4.12,60.9,59.0,4207.0,6.46,6.51,3.95
7316.0,1.02,premium,h,si1,35366.0,1.89,59.8,59.0,3933.02,6.5,6.54,3.9
7317.0,1.02,very good,f,si2,36936.0,2.15,60.0,60.0,4207.0,6.53,6.57,3.93
7318.0,1.02,good,h,si2,42767.0,3.34,63.1,59.0,4207.0,6.37,6.43,4.04
7319.0,1.02,ideal,h,si2,30797.0,4.43,61.8,55.0,4207.0,6.47,6.51,4.01
7320.0,1.01,very good,i,si1,35942.0,0.79,60.9,59.0,4207.0,6.39,6.45,3.91
7321.0,0.8,ideal,d,if,39097.0,4.65,61.75,57.0,4208.0,5.73,5.43,3.3
7322.0,1.01,very good,h,vs2,30007.0,3.84,63.1,62.0,4208.0,6.18,6.15,3.89
7323.0,1.01,good,h,vs2,34319.0,4.01,63.9,58.0,4208.0,6.26,6.22,3.99
7324.0,0.81,premium,d,vs1,47039.0,0.85,62.3,58.0,4209.0,6.0,5.94,3.72
7325.0,1.01,ideal,g,si2,35256.0,4.25,62.1,59.0,4209.0,6.45,6.41,3.99
7326.0,0.9,premium,e,si1,41798.0,3.94,61.3,60.0,4209.0,6.19,6.14,3.78
7327.0,0.9,premium,e,si1,38870.0,2.09,60.3,56.0,4209.0,6.29,6.21,3.77
7328.0,0.9,premium,e,si1,35773.0,3.06,61.9,58.0,4209.0,6.17,6.1,3.8
7329.0,0.6,ideal,d,vvs1,44485.0,4.19,62.5,55.0,4209.0,5.42,5.4,3.38
7330.0,0.91,good,g,vs1,35838.0,3.92,63.6,60.0,4209.0,6.11,6.03,3.86
7331.0,0.91,very good,g,vs1,38939.0,1.49,63.2,58.0,4209.0,6.15,6.07,3.86
7332.0,0.91,very good,g,vs1,33444.0,3.5,63.4,54.0,4209.0,6.24,6.07,3.9
7333.0,0.9,very good,g,vs2,38759.0,4.41,62.4,61.0,4210.0,6.13,6.17,3.84
7334.0,0.9,very good,g,vs2,34431.0,3.03,61.0,60.0,4210.0,6.21,6.24,3.8
7335.0,0.9,good,g,vs2,46830.0,2.52,60.8,56.0,4210.0,6.14,6.19,3.75
7336.0,1.01,good,g,si2,32610.0,0.63,62.8,61.0,4210.0,6.31,6.37,3.98
7337.0,0.85,very good,d,vs2,37938.0,4.78,61.8,56.0,4211.0,6.06,6.08,3.75
7338.0,0.91,very good,e,si1,47737.0,3.09,60.5,61.0,4211.0,6.19,6.23,3.76
7339.0,0.91,very good,e,si1,31028.0,5.15,61.9,61.0,4211.0,6.1,6.12,3.78
7340.0,0.91,premium,e,si1,38569.0,4.16,62.6,58.0,4211.0,6.14,6.17,3.85
7341.0,0.91,very good,e,si1,42926.0,3.11,62.4,57.0,4211.0,6.11,6.23,3.85
7342.0,0.91,good,e,si1,46578.0,1.4,63.5,57.0,4211.0,6.07,6.11,3.87
7343.0,1.01,good,g,si2,37908.0,3.05,63.7,56.0,4211.0,6.26,6.34,4.01
7344.0,1.18,premium,d,si2,43549.0,4.62,61.8,58.0,4211.0,6.83,6.7,4.19
7345.0,1.01,very good,i,si1,32659.0,2.78,62.7,56.0,4212.0,6.36,6.43,4.01
7346.0,1.14,ideal,j,si2,37780.0,0.88,61.5,57.0,4212.0,6.73,6.77,4.15
7347.0,1.09,ideal,h,si2,30346.0,2.68,61.5,55.0,4212.0,6.65,6.68,4.1
7348.0,1.11,premium,h,si2,45753.0,1.79,61.5,59.0,4212.0,6.61,6.56,4.05
7349.0,0.79,very good,d,vs1,30933.0,2.41,62.4,60.0,4213.0,5.86,5.88,3.66
26979.73,0.96,ideal,h,si1,44490.0,1.2,62.1,57.0,3933.02,6.3,6.35,3.54
7351.0,1.0,good,e,si1,44465.0,1.08,59.8,57.46,4213.0,6.56,6.45,3.89
7352.0,1.0,fair,e,si1,38047.0,2.04,61.75,63.0,4213.0,6.6,6.52,3.81
7353.0,0.93,very good,d,si2,42147.0,4.93,60.6,59.0,4214.0,6.3,6.34,3.83
7354.0,0.93,very good,d,si2,32529.0,3.2,62.6,57.0,4214.0,6.2,6.26,3.9
7355.0,1.13,premium,j,si1,39434.0,4.34,61.3,59.0,4214.0,6.77,6.67,4.12
7356.0,1.12,ideal,d,i1,43719.0,3.79,60.6,55.0,4215.0,6.76,6.73,4.09
7357.0,1.12,premium,e,si2,34413.0,1.96,63.0,61.0,4215.0,6.66,6.61,4.18
7358.0,0.56,ideal,d,if,30103.0,0.61,62.4,56.0,4216.0,5.24,5.28,3.28
7359.0,1.1,very good,j,si2,32455.0,4.38,61.9,55.0,4217.0,6.59,6.63,4.09
7360.0,1.0,good,g,si1,38767.0,4.95,63.9,58.0,4218.0,6.26,6.32,4.02
7361.0,0.8,ideal,g,si1,30824.0,1.39,61.75,56.0,3933.02,6.31,6.41,4.01
7362.0,1.0,good,d,si2,39582.0,3.04,61.5,63.0,4218.0,6.27,6.32,3.87
7363.0,1.0,good,d,si2,33054.0,2.06,61.75,58.0,4218.0,6.55,6.61,3.8
7364.0,1.0,good,d,si2,43731.0,2.79,63.5,59.0,4218.0,6.32,6.35,4.02
7365.0,1.0,very good,g,si1,41620.0,3.47,61.75,63.0,4218.0,6.56,6.58,3.85
7366.0,1.03,very good,f,si2,46637.0,2.15,61.1,59.0,4218.0,6.51,6.58,4.0
7367.0,0.96,very good,f,si2,31028.0,0.61,59.8,59.0,4218.0,6.38,6.45,3.84
7368.0,0.93,ideal,h,vs2,38754.0,2.37,61.5,57.0,4218.0,6.3,6.26,3.86
7369.0,0.9,fair,e,si1,43313.0,0.91,59.2,60.0,4220.0,6.17,6.22,3.67
7370.0,1.01,good,f,si2,34911.0,2.0,63.2,58.0,4221.0,6.3,6.43,4.02
7371.0,1.01,good,f,si2,37991.0,2.62,63.3,57.0,4221.0,6.37,6.39,4.04
26979.73,0.8,ideal,g,si1,32964.0,3.84,61.75,57.46,3933.02,5.73,5.73,4.03
7373.0,0.71,ideal,d,vvs2,43318.0,2.95,61.6,56.0,4222.0,5.69,5.77,3.53
7374.0,1.12,ideal,g,si2,46562.0,1.71,62.1,57.0,4222.0,6.71,6.65,4.14
7375.0,1.16,fair,h,si2,31634.0,2.78,61.75,57.0,4222.0,6.56,6.5,4.33
7376.0,0.8,premium,g,si1,33524.0,3.9,62.5,58.0,3933.02,6.73,5.73,4.19
7377.0,0.76,ideal,d,vvs2,42736.0,3.8,62.3,57.0,4223.0,5.84,5.87,3.65
7378.0,0.76,premium,f,if,45794.0,2.48,60.6,60.0,4223.0,5.85,5.89,3.56
7379.0,0.97,very good,f,si2,44247.0,3.57,62.9,57.0,4223.0,6.28,6.31,3.96
7380.0,0.9,good,g,vs1,47698.0,3.66,63.9,57.0,4223.0,6.08,6.03,3.87
7381.0,0.33,premium,h,vs1,39740.0,0.95,61.0,59.0,579.0,4.45,4.5,2.73
7382.0,0.33,ideal,g,vs2,44698.0,3.42,61.2,55.0,579.0,4.46,4.52,2.75
7383.0,0.33,ideal,g,vs2,44383.0,3.69,62.6,57.0,579.0,4.45,4.47,2.79
7384.0,0.33,very good,g,vs2,46724.0,2.23,59.4,61.0,579.0,4.49,4.53,2.68
7385.0,0.33,ideal,e,si1,34384.0,0.79,63.0,57.46,579.0,5.73,4.42,2.77
7386.0,0.33,very good,g,vs2,48256.0,4.9,62.1,56.0,579.0,4.41,4.44,2.75
7387.0,0.33,very good,h,vs1,33716.0,0.99,59.7,59.0,579.0,4.52,4.53,2.7
7388.0,0.33,ideal,g,vs2,34104.0,2.21,62.2,56.0,579.0,4.44,4.47,2.77
7389.0,0.33,very good,i,vvs2,35011.0,4.42,62.1,56.0,579.0,4.41,4.45,2.75
7390.0,0.33,very good,h,vs1,47165.0,4.41,60.2,62.0,579.0,4.44,4.47,2.68
7391.0,0.33,very good,e,si1,44846.0,2.69,62.0,60.0,579.0,4.38,4.43,2.73
7392.0,0.33,ideal,g,vs2,35087.0,3.16,62.0,57.0,579.0,4.44,4.47,2.76
7393.0,0.33,ideal,g,vs2,36124.0,1.16,62.3,57.0,579.0,4.4,4.43,2.75
7394.0,0.33,premium,h,vs1,38026.0,5.04,61.5,58.0,579.0,4.39,4.46,2.72
7395.0,0.33,premium,h,vs1,45179.0,0.7,59.5,59.0,579.0,4.48,4.53,2.68
7396.0,0.33,premium,e,si1,36301.0,0.78,60.9,58.0,579.0,4.46,4.5,2.73
7397.0,0.33,very good,h,vs1,34121.0,1.12,62.9,59.0,579.0,4.35,4.4,2.75
7398.0,0.33,ideal,g,vs2,35119.0,5.11,62.3,55.0,579.0,4.42,4.47,2.77
7399.0,0.33,ideal,h,vs1,44658.0,2.5,61.4,57.0,579.0,4.44,4.49,2.74
7400.0,0.33,premium,i,vvs2,37344.0,3.49,62.2,59.0,579.0,4.41,4.47,2.76
7401.0,0.33,ideal,h,vs1,40600.0,2.97,60.2,57.0,579.0,4.5,4.54,2.72
7402.0,0.33,ideal,h,vs1,44940.0,4.01,61.9,56.0,579.0,4.44,4.48,2.76
7403.0,0.33,very good,g,vs2,33195.0,4.98,62.8,54.0,579.0,4.4,4.42,2.77
7404.0,0.8,ideal,g,vs2,42531.0,1.89,62.6,57.46,3933.02,5.73,4.4,3.54
7405.0,0.33,very good,g,vs2,47597.0,3.22,62.6,56.0,579.0,4.38,4.41,2.75
7406.0,0.33,ideal,e,si1,37823.0,4.69,63.3,56.0,3933.02,5.73,4.43,3.54
7407.0,0.33,premium,i,vvs2,32791.0,3.51,61.5,58.0,579.0,4.43,4.45,2.73
7408.0,0.33,premium,e,si1,43902.0,4.25,61.1,58.0,579.0,4.43,4.47,2.72
7409.0,0.33,premium,g,vs2,31722.0,4.19,60.0,58.0,579.0,4.47,4.49,2.69
7410.0,0.33,very good,e,si1,45011.0,2.58,60.6,60.0,579.0,4.41,4.44,2.68
7411.0,1.05,ideal,h,si1,48674.0,4.58,62.0,56.0,4223.0,6.53,6.46,4.03
7412.0,1.06,very good,f,si2,47855.0,2.83,60.0,59.0,4224.0,6.6,6.63,3.97
7413.0,0.91,very good,h,vs1,42546.0,4.65,63.4,56.0,4224.0,6.18,6.12,3.9
7414.0,1.07,premium,j,vs2,48049.0,3.96,62.8,57.0,4224.0,6.54,6.49,4.09
7415.0,1.02,ideal,h,si2,33958.0,1.13,60.5,60.0,4225.0,6.56,6.53,3.96
7416.0,1.1,ideal,j,si2,36823.0,1.64,62.0,59.0,4226.0,6.58,6.61,4.09
7417.0,0.98,good,f,si1,34373.0,1.07,61.75,57.46,4226.0,6.68,6.52,3.75
7418.0,1.02,premium,f,si2,36756.0,2.39,62.7,59.0,4227.0,6.45,6.38,4.02
7419.0,1.02,fair,f,si1,30160.0,0.82,61.8,57.46,4227.0,6.59,6.51,4.05
7420.0,1.11,ideal,f,si2,42392.0,2.35,62.0,57.0,4227.0,6.67,6.64,4.13
7421.0,1.0,premium,g,si2,41686.0,2.71,62.9,60.0,4227.0,6.35,6.3,3.98
7422.0,1.02,premium,i,si1,32293.0,1.36,62.7,58.0,4227.0,6.44,6.41,4.03
7423.0,0.71,very good,e,vvs1,35078.0,0.78,62.8,59.0,4228.0,5.66,5.71,3.57
7424.0,0.92,very good,h,vs1,39181.0,2.3,61.0,62.0,4228.0,6.26,6.32,3.84
7425.0,0.92,very good,h,vs1,37890.0,1.48,62.9,58.0,4228.0,6.17,6.2,3.89
7426.0,0.92,very good,h,vs1,48060.0,3.21,61.7,62.0,4228.0,6.2,6.12,3.8
7427.0,1.01,very good,g,si2,37063.0,3.22,63.3,56.0,4228.0,6.26,6.33,3.99
7428.0,0.86,ideal,e,si1,33791.0,2.28,60.6,56.0,4228.0,6.16,6.18,3.74
7429.0,0.72,ideal,f,if,46313.0,3.11,62.0,57.0,4228.0,5.71,5.78,3.56
7430.0,0.91,premium,d,si1,41423.0,4.59,62.8,57.0,4228.0,6.17,6.12,3.86
7431.0,1.02,very good,h,si2,36717.0,3.96,62.6,60.0,4229.0,6.3,6.38,3.97
7432.0,0.76,ideal,d,vs1,31127.0,4.24,61.3,57.0,4229.0,5.87,5.9,3.61
7433.0,0.9,good,e,si1,31313.0,1.45,59.8,57.46,4229.0,6.14,6.21,3.69
7434.0,0.93,premium,e,si1,35436.0,2.99,61.4,57.0,4229.0,6.34,6.23,3.86
7435.0,0.8,premium,e,vvs2,30432.0,2.64,62.9,59.0,4229.0,5.95,5.88,3.72
7436.0,0.9,fair,f,vs2,38635.0,3.01,64.4,53.0,4229.0,6.08,6.04,3.9
7437.0,0.9,premium,f,vs2,44724.0,4.1,62.7,54.0,4229.0,6.13,6.11,3.84
7438.0,0.93,ideal,e,si1,34686.0,1.78,62.8,56.0,4229.0,6.24,6.19,3.9
26979.73,1.18,ideal,g,i1,48692.0,2.0,61.75,56.0,4229.0,5.73,6.79,3.54
7440.0,1.09,good,f,si1,45143.0,1.86,61.0,57.46,4230.0,6.63,6.58,4.03
7441.0,0.94,premium,f,si2,35452.0,1.04,62.2,59.0,4230.0,6.27,6.23,3.89
7442.0,0.71,ideal,e,vvs1,34242.0,1.8,62.3,55.0,4231.0,5.68,5.72,3.55
7443.0,0.9,very good,f,si1,31861.0,4.42,63.0,60.0,4232.0,6.09,6.13,3.85
7444.0,0.9,good,f,si1,38141.0,3.48,64.2,56.0,4232.0,6.02,6.1,3.89
7445.0,0.9,premium,f,si1,41525.0,4.3,59.9,59.0,4232.0,6.26,6.29,3.76
7446.0,0.92,very good,e,si1,40795.0,1.82,60.7,59.0,4232.0,6.25,6.28,3.8
7447.0,0.92,ideal,f,si1,46831.0,3.97,62.8,56.0,4232.0,6.14,6.18,3.87
7448.0,1.07,good,f,si2,31333.0,3.06,61.75,57.46,4232.0,6.64,6.68,3.91
7449.0,1.2,very good,j,vs2,33566.0,3.15,63.1,56.0,4232.0,6.77,6.71,4.25
7450.0,1.02,ideal,h,si1,38927.0,2.01,63.0,57.0,4233.0,6.36,6.3,3.99
7451.0,1.14,premium,g,si2,46596.0,1.35,62.8,58.0,4233.0,6.68,6.64,4.18
7452.0,1.14,good,g,si2,48112.0,2.72,63.7,60.0,4233.0,6.69,6.6,4.24
26979.73,0.9,premium,g,vs1,44320.0,1.09,62.7,57.46,3933.02,5.73,5.73,3.82
7454.0,0.9,good,h,vs1,33138.0,3.64,64.1,57.46,4234.0,5.73,5.73,3.54
7455.0,0.78,very good,d,vs1,36147.0,2.37,60.5,55.0,4234.0,6.0,6.03,3.64
7456.0,1.0,premium,f,si1,32382.0,4.79,63.0,60.0,4234.0,6.34,6.24,3.97
7457.0,1.01,good,d,si2,32481.0,1.4,64.0,56.0,4234.0,6.25,6.29,4.01
7458.0,0.96,good,g,si1,32624.0,2.98,61.75,59.0,4234.0,6.53,6.56,3.77
7459.0,0.9,premium,h,vs1,44468.0,1.95,62.4,58.0,4234.0,6.19,6.15,3.85
7460.0,0.9,very good,h,vs1,46381.0,3.02,63.5,59.0,4234.0,6.13,6.1,3.88
7461.0,1.05,premium,h,si2,40721.0,3.22,63.0,59.0,4234.0,6.48,6.44,4.07
7462.0,0.9,premium,h,vs1,32836.0,3.24,62.9,58.0,4234.0,6.12,6.06,3.83
7463.0,0.9,premium,h,vs1,30393.0,3.93,62.1,59.0,4234.0,6.14,6.09,3.8
7464.0,0.9,good,f,vs2,44800.0,0.93,63.6,59.0,4234.0,6.11,6.06,3.87
7465.0,0.9,premium,f,vs2,46178.0,2.54,61.75,59.0,4234.0,6.34,6.3,3.71
7466.0,0.9,ideal,h,vs1,38234.0,1.56,62.0,56.0,4234.0,6.22,6.19,3.85
7467.0,0.9,premium,h,vs1,40520.0,3.34,60.2,58.0,4234.0,6.32,6.28,3.79
7468.0,1.0,premium,f,si1,47317.0,3.96,60.8,59.0,4234.0,6.44,6.38,3.9
7469.0,1.2,premium,i,si2,31143.0,1.4,59.0,60.0,4234.0,6.99,6.95,4.11
7470.0,1.0,very good,f,si1,48740.0,2.3,63.1,59.0,4234.0,6.29,6.22,3.95
7471.0,1.0,premium,f,si1,44637.0,4.86,62.1,60.0,4234.0,6.29,6.23,3.88
7472.0,0.71,premium,d,vvs1,36740.0,3.46,59.2,59.0,4234.0,5.88,5.84,3.47
7473.0,0.8,ideal,j,si1,45218.0,2.43,61.75,59.0,3933.02,5.73,6.78,4.15
7474.0,1.2,ideal,j,si1,39445.0,0.92,63.0,57.0,4234.0,6.74,6.64,4.24
7475.0,1.0,premium,f,si1,48292.0,1.11,60.8,59.0,4234.0,6.45,6.41,3.91
7476.0,1.1,very good,i,si1,45411.0,1.79,61.75,61.0,3933.02,5.73,6.73,4.05
7477.0,1.07,ideal,j,si1,43546.0,1.53,62.0,56.0,4235.0,6.53,6.57,4.06
