Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,cut_numeric,clarity_numeric
8610.0,1.02,good,e,si1,63.7,62.0,4443.0,6.31,6.4,1,2
8611.0,1.02,good,e,si1,63.1,57.0,4443.0,6.37,6.43,1,2
8612.0,0.84,very good,d,vs1,60.6,57.0,4443.0,6.06,6.15,4,4
8613.0,0.9,premium,e,si1,62.7,60.0,4443.0,6.13,6.03,3,2
8614.0,1.01,ideal,j,vs2,62.2,54.0,4443.0,6.41,6.47,2,5
8615.0,0.91,very good,d,si1,62.0,60.0,4444.0,6.12,6.2,4,2
8616.0,0.8,good,e,vs1,60.2,54.0,4444.0,6.04,6.01,1,4
8617.0,1.09,premium,e,si2,59.4,60.0,4444.0,6.81,6.7,3,3
8618.0,1.24,premium,h,si2,62.3,58.0,4444.0,6.84,6.8,3,3
8619.0,0.8,very good,g,si2,61.75,60.0,4445.0,5.73,5.73,4,3
8620.0,1.0,good,i,vvs1,61.75,62.0,4445.0,6.58,6.55,1,6
8621.0,0.8,premium,g,si1,61.8,58.0,4445.0,6.51,6.44,3,2
8622.0,1.07,premium,f,si2,61.8,58.0,4446.0,6.57,6.51,3,3
8623.0,0.8,good,g,si2,61.3,57.46,4446.0,6.59,5.73,1,3
8624.0,1.07,premium,f,si2,61.7,58.0,4446.0,6.58,6.55,3,3
26979.73,0.8,very good,d,si1,63.4,57.46,4447.0,5.73,6.1,4,2
8626.0,0.71,ideal,e,vvs2,61.7,56.0,4447.0,5.78,5.8,2,7
8627.0,0.93,premium,d,si1,60.8,59.0,4448.0,6.27,6.24,3,2
8628.0,1.06,ideal,i,vs2,62.3,56.0,4449.0,6.51,6.56,2,5
8629.0,0.8,very good,e,vs1,61.75,55.0,3933.02,6.08,6.15,4,4
8630.0,1.03,very good,f,si2,62.2,56.0,4449.0,6.51,6.48,4,3
8631.0,1.13,ideal,f,si2,60.4,56.0,4449.0,6.78,6.72,2,3
8632.0,1.02,premium,g,si1,62.6,59.0,4449.0,6.43,6.38,3,2
8633.0,1.01,very good,h,si1,62.3,63.0,4449.0,6.3,6.23,4,2
8634.0,0.92,premium,h,vs2,62.4,60.0,4451.0,6.24,6.16,3,5
8635.0,1.04,very good,j,vs2,59.5,59.0,4451.0,6.59,6.66,4,5
8636.0,1.07,very good,i,si1,62.6,58.0,4451.0,6.49,6.57,4,2
8637.0,0.85,premium,f,vvs2,61.2,60.0,4451.0,6.13,6.1,3,7
26979.73,0.8,ideal,g,si1,61.75,57.46,3933.02,5.73,5.73,2,2
8639.0,0.9,ideal,g,si1,62.3,58.0,4452.0,6.17,6.22,2,2
8640.0,1.06,premium,i,si1,61.9,59.0,4452.0,6.52,6.5,3,2
8641.0,1.0,premium,i,vs2,61.6,59.0,4452.0,6.47,6.39,3,5
8642.0,1.06,premium,i,si1,61.9,57.0,4452.0,6.61,6.51,3,2
8643.0,0.8,ideal,f,si2,61.2,57.46,4452.0,6.48,5.73,2,3
8644.0,0.8,ideal,g,si1,61.75,57.46,4452.0,5.73,5.73,2,2
8645.0,1.06,ideal,h,si2,62.8,57.0,4452.0,6.57,6.49,2,3
8646.0,1.06,premium,f,si2,62.4,58.0,4452.0,6.54,6.5,3,3
8647.0,1.0,premium,f,si2,61.3,61.0,4452.0,6.39,6.36,3,3
8648.0,1.0,premium,f,si2,61.1,61.0,4452.0,6.38,6.35,3,3
8649.0,1.0,premium,f,si2,61.6,61.0,4452.0,6.36,6.33,3,3
8650.0,1.0,good,f,si1,64.0,57.0,4452.0,6.33,6.29,1,2
8651.0,1.06,ideal,h,si2,59.4,57.0,4452.0,6.67,6.63,2,3
8652.0,0.91,ideal,g,si1,62.0,54.0,4453.0,6.23,6.26,2,2
8653.0,1.07,good,e,si2,60.0,62.0,4453.0,6.57,6.62,1,3
8654.0,0.71,ideal,g,vvs1,62.0,56.0,3933.02,5.73,5.77,2,6
8655.0,1.03,ideal,f,si2,61.8,56.0,4454.0,6.49,6.46,2,3
8656.0,1.02,premium,h,si2,62.7,59.0,4455.0,6.41,6.34,3,3
8657.0,0.9,very good,h,vs1,62.1,57.0,4455.0,6.17,6.23,4,4
8658.0,1.08,ideal,h,si2,59.3,57.0,4455.0,6.71,6.74,2,3
8659.0,1.2,very good,i,si2,61.9,59.0,4455.0,6.77,6.84,4,3
8660.0,1.2,very good,j,si1,60.5,59.0,4455.0,6.79,6.84,4,2
8661.0,1.08,ideal,h,si2,60.4,57.0,4455.0,6.63,6.68,2,3
8662.0,1.16,very good,h,si2,59.6,59.0,4455.0,6.85,6.87,4,3
8663.0,1.16,very good,h,si2,63.2,57.0,4455.0,6.66,6.7,4,3
8664.0,1.04,ideal,g,si2,61.7,56.0,4455.0,6.57,6.52,2,3
8665.0,0.9,premium,g,si1,62.6,57.0,4455.0,6.16,6.11,3,2
8666.0,1.3,premium,g,si2,63.0,59.0,4455.0,6.97,6.9,3,3
8667.0,1.17,very good,h,si2,63.1,58.0,4455.0,6.72,6.64,4,3
8668.0,0.9,premium,g,si1,60.6,57.0,4455.0,6.28,6.2,3,2
8669.0,1.02,premium,f,si1,62.6,58.0,4455.0,6.42,6.36,3,2
8670.0,1.04,premium,g,si2,62.6,58.0,4455.0,6.49,6.42,3,3
8671.0,1.04,ideal,g,si2,61.4,57.0,4455.0,6.54,6.48,2,3
8672.0,1.04,ideal,g,si2,60.7,57.0,4455.0,6.61,6.51,2,3
8673.0,1.02,fair,h,vs1,61.75,56.0,4455.0,6.04,5.97,0,4
8674.0,1.0,fair,g,vs1,61.75,57.46,4455.0,6.31,6.18,0,4
8675.0,1.02,ideal,i,si1,61.3,56.0,4455.0,6.52,6.47,2,2
8676.0,1.11,good,h,si2,63.5,60.3,4456.0,6.49,6.58,1,3
8677.0,1.11,very good,h,si2,59.8,60.0,4456.0,6.66,6.75,4,3
8678.0,0.96,good,h,vs1,63.9,54.0,4456.0,6.27,6.22,1,4
8679.0,1.09,premium,g,si2,59.0,58.0,4456.0,6.78,6.72,3,3
8680.0,1.01,good,d,si2,63.5,61.0,4457.0,6.33,6.37,1,3
8681.0,1.02,ideal,f,si2,61.0,58.0,4457.0,6.48,6.51,2,3
8682.0,0.92,ideal,i,si1,61.7,56.0,4457.0,6.2,6.23,2,2
26979.73,0.8,good,g,si2,60.5,57.46,4457.0,5.73,6.74,1,3
8684.0,1.11,ideal,i,si2,61.9,57.0,4457.0,6.66,6.62,2,3
8685.0,0.7,ideal,f,vvs1,62.2,57.0,4458.0,5.7,5.74,2,6
8686.0,1.01,ideal,f,si2,61.5,56.0,4458.0,6.42,6.49,2,3
8687.0,1.01,ideal,f,si2,62.1,55.0,4458.0,6.42,6.47,2,3
8688.0,1.03,ideal,i,si1,60.7,60.0,4458.0,6.5,6.55,2,2
8689.0,1.07,ideal,h,vs2,62.1,57.0,4458.0,6.53,6.49,2,5
8690.0,1.02,premium,f,si2,61.1,59.0,4459.0,6.41,6.45,3,3
8691.0,0.8,ideal,g,si2,62.2,55.0,4459.0,6.53,6.56,2,3
8692.0,1.02,premium,f,si2,61.5,58.0,4459.0,6.42,6.49,3,3
8693.0,1.02,premium,f,si2,62.5,60.0,4459.0,6.36,6.43,3,3
8694.0,1.02,premium,i,vs2,62.0,58.0,4459.0,6.44,6.47,3,5
8695.0,0.91,premium,g,vs1,62.2,58.0,4459.0,6.22,6.12,3,4
8696.0,1.0,ideal,h,si2,61.5,55.6,4459.0,6.41,6.48,2,3
8697.0,1.02,good,d,si2,64.1,58.0,4459.0,6.25,6.32,1,3
8698.0,1.58,premium,i,i1,60.2,61.0,4459.0,7.55,7.51,3,0
8699.0,0.9,good,g,vs1,63.6,58.0,4460.0,6.12,6.09,1,4
8700.0,0.9,good,g,vs1,63.7,56.0,4460.0,6.15,6.07,1,4
8701.0,0.3,very good,g,vs1,60.8,56.0,585.0,4.35,4.37,4,4
8702.0,0.3,very good,g,vs1,62.1,55.0,585.0,4.28,4.31,4,4
8703.0,0.38,very good,f,si2,61.2,57.0,585.0,4.67,4.71,4,3
8704.0,0.4,premium,i,si2,62.9,59.0,585.0,4.68,4.63,3,3
8705.0,0.28,very good,g,vvs1,61.9,55.0,586.0,4.18,4.2,4,6
8706.0,0.28,very good,g,vvs1,60.7,56.0,586.0,4.27,4.29,4,6
26979.73,0.28,ideal,g,si1,61.6,57.46,586.0,5.73,4.2,2,2
8708.0,0.28,ideal,g,vvs2,61.5,56.0,586.0,4.22,4.24,2,7
8709.0,0.28,ideal,h,vvs1,62.0,55.0,586.0,4.17,4.22,2,6
8710.0,0.39,ideal,j,vs2,61.8,55.9,586.0,4.66,4.69,2,5
8711.0,0.31,ideal,g,vs1,62.3,54.0,586.0,4.31,4.33,2,4
8712.0,0.23,ideal,e,vs1,61.9,55.0,586.0,3.94,3.98,2,4
8713.0,0.23,ideal,e,vs1,61.5,54.0,586.0,3.96,3.97,2,4
8714.0,0.37,ideal,g,si1,61.4,56.0,586.0,4.63,4.65,2,2
8715.0,0.37,ideal,g,si1,61.4,55.0,586.0,4.63,4.68,2,2
8716.0,0.37,ideal,g,si1,62.0,55.0,586.0,4.62,4.64,2,2
8717.0,0.37,ideal,g,si1,61.9,55.0,586.0,4.62,4.66,2,2
8718.0,0.32,ideal,f,si1,61.4,54.0,586.0,4.42,4.44,2,2
8719.0,0.32,ideal,f,si1,60.9,55.0,586.0,4.46,4.53,2,2
8720.0,0.28,ideal,h,if,63.0,55.0,586.0,4.14,4.19,2,1
8721.0,0.28,ideal,g,if,62.0,56.0,586.0,5.73,4.23,2,1
8722.0,0.3,fair,e,vvs2,61.75,54.0,586.0,4.14,4.18,0,7
8723.0,0.31,good,i,vs1,63.9,55.0,586.0,4.3,4.28,1,4
8724.0,0.8,premium,g,si1,61.75,61.0,586.0,5.73,4.43,3,2
8725.0,0.31,good,h,vs2,63.8,56.0,586.0,4.33,4.29,1,5
8726.0,0.38,very good,d,si1,62.0,55.0,586.0,4.67,4.72,4,2
8727.0,0.27,very good,e,vvs2,61.8,59.0,586.0,4.14,4.18,4,7
8728.0,0.27,ideal,d,vvs1,61.7,57.0,586.0,4.16,4.2,2,6
8729.0,0.27,ideal,e,vvs1,62.0,56.0,586.0,4.16,4.19,2,6
8730.0,0.27,good,e,vvs1,63.9,57.0,586.0,4.07,4.1,1,6
8731.0,1.18,premium,j,si1,62.5,55.0,4460.0,6.82,6.74,3,2
8732.0,1.18,premium,i,si2,61.2,59.0,4460.0,6.85,6.78,3,3
8733.0,0.9,premium,g,vs1,62.7,60.0,4460.0,6.13,6.06,3,4
8734.0,0.9,ideal,g,vs1,61.6,55.0,4460.0,6.27,6.23,2,4
8735.0,0.9,premium,g,vs1,62.3,60.0,4460.0,6.08,6.0,3,4
8736.0,1.04,ideal,h,si2,61.7,57.0,4461.0,6.49,6.54,2,3
8737.0,1.02,fair,h,vs2,64.6,61.0,4462.0,6.32,6.24,0,5
8738.0,1.02,fair,f,si1,61.75,56.0,4462.0,6.29,6.25,0,2
8739.0,0.96,premium,e,si2,61.75,58.0,4462.0,6.52,6.47,3,3
8740.0,1.24,very good,g,si2,63.3,57.0,4462.0,6.85,6.79,4,3
8741.0,0.9,very good,e,si1,59.8,55.0,4463.0,6.3,6.34,4,2
8742.0,0.9,good,e,si1,61.75,57.46,3933.02,6.08,6.13,1,2
8743.0,0.9,very good,e,si1,61.6,57.0,4463.0,6.19,6.25,4,2
8744.0,0.9,good,e,si1,63.9,57.0,4463.0,6.05,6.1,1,2
8745.0,0.9,premium,e,si1,60.8,59.0,4463.0,6.19,6.24,3,2
8746.0,1.14,premium,h,si1,62.1,59.0,4463.0,6.73,6.61,3,2
8747.0,0.91,good,g,vvs2,64.1,58.0,4464.0,6.1,6.06,1,7
8748.0,1.06,very good,i,si2,61.4,56.5,4465.0,6.55,6.58,4,3
8749.0,1.06,very good,h,si2,61.7,59.5,4465.0,6.51,6.53,4,3
8750.0,1.02,ideal,e,si2,61.6,56.0,4465.0,6.48,6.55,2,3
26979.73,0.8,ideal,g,si1,61.75,57.46,3933.02,5.73,6.59,2,2
8752.0,0.9,very good,h,vs1,61.7,58.0,4466.0,6.18,6.26,4,4
8753.0,1.2,good,j,vs2,63.7,58.0,4466.0,6.61,6.68,1,5
26979.73,1.03,very good,g,si1,61.75,54.0,4466.0,6.52,6.57,4,2
8755.0,0.91,very good,d,si1,63.2,59.0,4466.0,6.11,6.14,4,2
8756.0,0.91,very good,d,si1,61.75,57.46,4466.0,6.22,6.27,4,2
8757.0,0.91,very good,d,si1,62.1,59.0,4466.0,6.1,6.18,4,2
26979.73,0.8,very good,g,si1,61.75,60.0,4466.0,5.73,6.17,4,2
8759.0,0.9,very good,d,si1,62.8,59.0,4466.0,6.12,6.18,4,2
8760.0,0.9,very good,d,si1,62.5,59.0,4466.0,6.13,6.19,4,2
8761.0,1.0,ideal,j,vs1,61.1,57.0,4466.0,6.43,6.48,2,4
8762.0,1.05,ideal,i,si1,62.6,56.0,4466.0,6.45,6.53,2,2
8763.0,0.9,good,f,vs2,62.6,57.0,4466.0,6.07,6.19,1,5
8764.0,1.0,good,g,si1,62.5,62.0,4466.0,6.32,6.36,1,2
8765.0,1.01,good,d,vs2,64.1,57.0,4466.0,6.32,6.22,1,5
8766.0,1.0,very good,h,si1,63.6,54.0,4467.0,6.33,6.37,4,2
8767.0,0.71,ideal,e,vvs2,62.0,56.0,4467.0,5.71,5.74,2,7
8768.0,1.06,ideal,g,si2,62.2,57.0,4467.0,6.51,6.49,2,3
8769.0,0.8,premium,g,si1,61.75,57.0,3933.02,6.5,6.46,3,2
8770.0,1.04,premium,g,si1,62.8,57.0,4467.0,6.5,6.41,3,2
8771.0,0.8,very good,h,vvs1,62.9,58.0,4468.0,5.82,5.88,4,6
8772.0,1.01,good,d,si2,64.6,59.0,4468.0,6.23,6.3,1,3
8773.0,1.01,good,d,si2,61.75,57.46,4468.0,5.73,5.73,1,3
8774.0,1.01,premium,f,si2,61.75,61.0,4468.0,6.53,6.46,3,3
8775.0,1.01,premium,f,si2,62.6,54.0,4468.0,6.38,6.34,3,3
8776.0,1.0,good,h,si1,61.75,54.0,4469.0,6.68,6.62,1,2
8777.0,0.95,ideal,g,si1,61.75,56.0,3933.02,5.73,6.27,2,2
8778.0,1.04,ideal,j,si1,62.0,53.0,4469.0,6.51,6.55,2,2
8779.0,0.9,good,g,si1,61.75,57.46,3933.02,6.21,6.3,1,2
8780.0,1.0,very good,h,si1,63.4,56.0,4469.0,6.37,6.34,4,2
8781.0,1.0,premium,h,si1,62.7,60.0,4469.0,6.3,6.24,3,2
8782.0,1.0,premium,h,si1,61.2,62.0,4469.0,6.36,6.32,3,2
8783.0,1.0,premium,h,si1,62.2,60.0,4469.0,6.45,6.34,3,2
8784.0,1.0,very good,h,si1,60.0,63.0,4469.0,6.37,6.34,4,2
8785.0,1.0,premium,d,si1,62.3,60.0,4469.0,6.23,6.19,3,2
8786.0,1.0,ideal,h,si1,62.6,57.0,4469.0,6.4,6.37,2,2
8787.0,1.0,ideal,h,si1,61.4,55.0,4469.0,6.49,6.44,2,2
8788.0,0.8,good,h,si1,63.9,56.0,4469.0,6.31,6.28,1,2
8789.0,1.14,very good,j,si2,62.4,57.0,4470.0,6.66,6.7,4,3
8790.0,1.23,premium,d,si2,61.75,59.0,4470.0,7.02,6.97,3,3
26979.73,0.98,ideal,g,si2,61.7,57.46,4470.0,5.73,5.73,2,3
8792.0,1.03,ideal,g,si2,62.1,57.0,4470.0,6.44,6.42,2,3
8793.0,1.06,very good,d,si2,60.9,58.0,4471.0,6.57,6.63,4,3
8794.0,1.02,premium,g,si2,62.5,58.0,4471.0,6.4,6.43,3,3
8795.0,1.21,premium,f,si2,61.8,59.0,4472.0,6.82,6.77,3,3
8796.0,1.04,very good,e,si2,60.7,59.0,4472.0,6.5,6.54,4,3
8797.0,1.1,premium,e,si1,60.0,58.0,4472.0,6.68,6.65,3,2
8798.0,1.01,very good,d,si2,63.4,57.0,4472.0,6.4,6.31,4,3
8799.0,1.21,premium,g,si2,60.9,59.0,4472.0,6.87,6.82,3,3
8800.0,1.03,very good,g,si2,59.2,63.0,4473.0,6.55,6.6,4,3
8801.0,0.91,fair,f,vs2,61.75,56.0,4474.0,6.34,6.41,0,5
8802.0,1.0,good,e,si1,63.8,55.0,4474.0,6.34,6.31,1,2
8803.0,1.0,very good,f,si1,63.1,57.46,4474.0,5.73,6.34,4,2
8804.0,1.05,premium,f,si2,62.6,59.0,4475.0,6.43,6.47,3,3
8805.0,1.01,very good,h,si2,63.5,58.0,4475.0,6.29,6.37,4,3
8806.0,1.01,very good,i,si1,64.2,55.0,4475.0,6.28,6.34,4,2
8807.0,1.01,good,h,si1,60.5,56.0,4475.0,6.43,6.49,1,2
8808.0,1.31,premium,j,si1,60.7,58.0,4475.0,7.11,7.06,3,2
8809.0,0.91,premium,d,si1,62.8,59.0,4476.0,6.21,6.17,3,2
8810.0,1.08,ideal,i,si1,61.4,57.0,4476.0,6.67,6.62,2,2
26979.73,0.8,good,i,si2,64.1,57.46,4476.0,6.7,6.62,1,3
8812.0,1.2,very good,j,si1,63.1,61.0,4476.0,6.66,6.58,4,2
8813.0,1.02,good,h,si1,63.9,55.0,4476.0,6.37,6.4,1,2
8814.0,1.02,very good,h,si1,60.3,59.0,4476.0,6.44,6.5,4,2
8815.0,1.02,ideal,h,si1,61.6,56.0,4476.0,6.51,6.55,2,2
8816.0,1.02,very good,h,si1,61.9,61.0,4476.0,6.34,6.42,4,2
8817.0,0.8,ideal,g,si2,61.9,59.0,3933.02,6.71,6.66,2,3
8818.0,1.16,good,f,si2,63.7,63.0,4476.0,6.63,6.55,1,3
8819.0,1.08,premium,i,si1,62.2,58.0,4476.0,6.6,6.56,3,2
8820.0,1.01,very good,h,vs2,61.9,62.0,4477.0,6.37,6.45,4,5
8821.0,1.04,premium,h,vs2,61.75,62.0,4477.0,6.67,6.65,3,5
8822.0,1.23,very good,g,si2,61.0,63.0,4477.0,6.91,6.85,4,3
8823.0,1.02,good,e,si2,64.3,58.0,4478.0,6.36,6.26,1,3
8824.0,1.16,ideal,i,si2,62.6,56.0,4478.0,6.68,6.73,2,3
8825.0,1.03,very good,d,si2,61.8,60.0,4478.0,6.42,6.45,4,3
8826.0,1.12,very good,g,si2,63.3,58.0,4478.0,6.7,6.63,4,3
8827.0,1.02,ideal,e,si2,62.8,55.0,4478.0,6.43,6.4,2,3
8828.0,1.02,ideal,e,si2,62.4,55.0,4478.0,6.47,6.44,2,3
8829.0,1.02,premium,e,si2,62.9,56.0,4478.0,6.43,6.36,3,3
8830.0,1.02,ideal,e,si2,63.0,57.0,4478.0,6.44,6.39,2,3
8831.0,0.98,premium,e,si2,61.7,61.0,4478.0,6.38,6.34,3,3
8832.0,1.12,premium,g,si2,62.8,58.0,4478.0,6.62,6.57,3,3
8833.0,1.02,good,i,vs1,63.7,58.0,4478.0,6.33,6.26,1,4
8834.0,1.02,premium,e,si2,59.9,58.0,4478.0,6.6,6.55,3,3
8835.0,1.02,premium,e,si2,61.75,59.0,4478.0,6.61,6.57,3,3
8836.0,1.02,premium,e,si2,59.6,59.0,4478.0,6.59,6.54,3,3
8837.0,1.02,very good,e,si2,63.3,59.0,4478.0,6.42,6.32,4,3
8838.0,1.02,premium,e,si2,60.5,58.0,4478.0,6.58,6.54,3,3
8839.0,1.01,good,f,si1,63.3,58.0,4479.0,6.31,6.4,1,2
8840.0,1.01,good,e,si2,63.2,59.0,4479.0,6.34,6.38,1,3
8841.0,1.01,ideal,e,si2,60.9,57.0,4479.0,6.47,6.51,2,3
8842.0,0.9,good,g,vs1,63.9,60.0,4479.0,6.09,6.14,1,4
8843.0,0.9,ideal,g,vs1,61.4,57.0,4479.0,6.18,6.32,2,4
8844.0,0.98,very good,h,si2,62.2,60.0,4479.0,6.31,6.36,4,3
8845.0,1.0,premium,f,si2,61.75,59.0,4480.0,6.51,6.49,3,3
8846.0,1.0,ideal,e,si1,62.6,56.0,4480.0,6.37,6.29,2,2
8847.0,0.96,premium,f,si1,60.6,62.0,4480.0,6.39,6.35,3,2
8848.0,1.01,good,e,si1,64.1,62.0,4480.0,6.26,6.19,1,2
8849.0,1.01,fair,e,si1,61.75,61.0,4480.0,6.27,6.24,0,2
8850.0,1.01,good,e,si1,64.1,59.0,4480.0,6.35,6.31,1,2
8851.0,1.01,premium,e,si1,62.4,58.0,4480.0,6.42,6.37,3,2
26979.73,0.8,ideal,g,si1,61.75,57.46,4480.0,5.73,6.29,2,2
8853.0,1.01,good,e,si1,59.3,57.46,4480.0,6.49,6.47,1,2
8854.0,1.0,fair,e,vs2,61.75,57.46,4480.0,6.31,6.22,0,5
8855.0,1.0,very good,e,si2,63.5,54.0,4480.0,6.41,6.35,4,3
8856.0,1.01,fair,g,vs2,61.75,56.0,4480.0,6.15,6.09,0,5
8857.0,1.0,premium,f,si2,61.6,58.0,4480.0,6.44,6.35,3,3
8858.0,1.0,premium,g,si2,62.2,59.0,4480.0,6.39,6.35,3,3
8859.0,1.08,very good,h,si2,63.0,59.0,4481.0,6.51,6.54,4,3
8860.0,1.13,ideal,i,si2,61.4,56.0,4481.0,6.69,6.71,2,3
8861.0,0.97,premium,f,si1,62.7,59.0,4481.0,6.31,6.28,3,2
8862.0,0.9,very good,e,vs2,63.3,59.0,4482.0,6.08,6.12,4,5
8863.0,0.71,premium,d,vvs1,59.7,59.0,4482.0,5.81,5.88,3,6
8864.0,0.92,premium,e,si1,62.2,58.0,4482.0,6.23,6.18,3,2
8865.0,0.9,ideal,g,vs2,62.0,57.0,4482.0,6.22,6.19,2,5
8866.0,0.92,fair,e,si1,61.75,55.0,4482.0,6.04,5.99,0,2
8867.0,0.92,premium,e,si1,62.1,58.0,4482.0,6.22,6.15,3,2
8868.0,1.15,very good,h,si2,63.0,54.0,4483.0,6.64,6.73,4,3
8869.0,1.06,premium,d,si2,59.8,61.0,4483.0,6.63,6.58,3,3
8870.0,1.04,ideal,h,si2,60.7,57.0,4484.0,6.51,6.43,2,3
8871.0,1.04,ideal,i,si1,62.2,56.0,4484.0,6.51,6.47,2,2
8872.0,0.9,very good,g,vs2,61.75,59.0,4484.0,6.35,6.36,4,5
8873.0,1.04,premium,e,si2,59.2,58.0,4484.0,6.64,6.7,3,3
8874.0,1.01,very good,f,si2,61.9,57.0,4484.0,6.42,6.35,4,3
8875.0,1.04,ideal,i,si1,61.8,59.0,4484.0,6.46,6.48,2,2
8876.0,1.04,very good,h,si1,61.75,63.0,4484.0,6.59,6.55,4,2
8877.0,1.04,ideal,h,si2,61.75,57.46,3933.02,5.73,6.48,2,3
8878.0,1.1,ideal,g,si1,62.5,57.0,4484.0,6.61,6.58,2,2
8879.0,0.9,very good,h,vvs1,63.5,57.0,4485.0,6.02,6.07,4,6
8880.0,1.08,premium,g,si1,61.2,59.0,4485.0,6.61,6.66,3,2
8881.0,1.02,ideal,j,vs2,62.0,56.0,4485.0,6.42,6.45,2,5
8882.0,0.9,good,g,vvs2,62.6,63.0,4485.0,6.1,6.14,1,7
8883.0,0.8,ideal,g,si2,61.75,57.46,3933.02,6.58,5.73,2,3
8884.0,1.01,ideal,j,vs2,61.3,57.0,4486.0,6.47,6.54,2,5
8885.0,1.04,ideal,f,si2,62.4,56.0,4486.0,6.4,6.48,2,3
8886.0,1.02,premium,g,si2,60.9,59.0,4486.0,6.56,6.45,3,3
8887.0,0.9,premium,g,vvs2,63.0,58.0,4486.0,6.15,6.07,3,7
8888.0,1.02,very good,h,si1,63.5,55.0,4487.0,6.31,6.35,4,2
8889.0,0.94,very good,g,vs2,62.9,58.6,4488.0,6.1,6.25,4,5
8890.0,1.06,good,f,si1,61.75,57.46,4488.0,6.8,6.71,1,2
8891.0,1.06,very good,f,si1,59.5,63.0,4488.0,6.62,6.59,4,2
8892.0,1.17,ideal,i,si2,62.2,56.0,4488.0,6.72,6.79,2,3
8893.0,0.92,ideal,i,si1,61.8,57.0,4488.0,6.22,6.27,2,2
8894.0,1.01,good,h,si1,61.75,58.0,4488.0,6.6,6.64,1,2
8895.0,1.08,premium,f,si2,60.2,59.0,4488.0,6.65,6.6,3,3
8896.0,1.08,premium,f,si2,62.6,56.0,4488.0,6.61,6.55,3,3
8897.0,1.08,ideal,g,si2,62.3,56.0,4489.0,6.53,6.57,2,3
8898.0,1.01,good,h,vs2,64.3,58.0,4489.0,6.27,6.2,1,5
8899.0,1.31,premium,j,si1,60.3,62.0,4490.0,7.12,7.04,3,2
8900.0,0.79,premium,e,vvs1,62.8,60.0,4490.0,5.89,5.8,3,6
26979.73,0.8,ideal,g,si2,60.8,57.46,3933.02,5.73,6.68,2,3
8902.0,0.8,premium,g,vs2,61.75,57.46,3933.02,5.73,6.66,3,5
8903.0,1.08,ideal,h,si2,61.8,55.0,4491.0,6.57,6.6,2,3
8904.0,1.54,good,j,i1,61.7,60.0,4492.0,7.26,7.32,1,0
8905.0,1.21,premium,j,si1,59.7,60.0,4492.0,6.9,6.93,3,2
8906.0,0.9,ideal,i,vs1,60.9,60.0,4492.0,6.2,6.24,2,4
8907.0,0.9,ideal,h,si1,62.5,56.0,4492.0,6.14,6.18,2,2
8908.0,0.9,ideal,h,si1,62.1,56.0,4492.0,6.14,6.19,2,2
8909.0,0.8,ideal,e,vvs2,61.4,57.0,4493.0,5.98,5.94,2,7
8910.0,0.9,very good,f,vs2,61.7,57.0,4493.0,6.17,6.21,4,5
8911.0,0.9,good,f,vs2,62.7,59.0,4493.0,6.1,6.14,1,5
8912.0,1.0,good,g,si2,61.7,63.0,4493.0,6.36,6.37,1,3
8913.0,1.0,premium,g,si1,62.5,59.0,4493.0,6.35,6.29,3,2
8914.0,1.05,ideal,i,si1,61.0,57.0,4494.0,6.55,6.62,2,2
8915.0,1.07,premium,h,si2,61.2,60.0,4494.0,6.57,6.53,3,3
8916.0,1.07,ideal,h,si2,62.8,57.0,4494.0,6.58,6.5,2,3
8917.0,1.07,premium,h,vs1,60.5,61.0,4494.0,6.67,6.59,3,4
8918.0,0.8,very good,e,vs1,62.4,54.0,4495.0,5.98,5.94,4,4
8919.0,1.07,fair,e,si2,62.2,57.46,4496.0,6.57,6.48,0,3
8920.0,1.09,premium,h,si2,61.7,60.0,4496.0,6.57,6.59,3,3
8921.0,1.0,good,e,si2,63.3,58.0,4496.0,6.32,6.35,1,3
8922.0,1.0,premium,e,si2,62.7,58.0,4496.0,6.34,6.41,3,3
8923.0,1.0,very good,h,si2,60.8,60.0,4496.0,6.44,6.49,4,3
8924.0,1.0,good,i,si1,61.0,60.0,4496.0,6.36,6.39,1,2
8925.0,1.01,good,h,si1,62.9,57.0,4496.0,6.27,6.36,1,2
8926.0,0.9,very good,d,si1,62.3,58.0,4497.0,6.14,6.16,4,2
8927.0,0.71,ideal,f,vvs2,61.6,56.0,4497.0,5.73,5.75,2,7
8928.0,1.11,ideal,j,si1,62.4,57.0,4497.0,6.57,6.6,2,2
8929.0,1.01,premium,f,si2,62.7,59.0,4497.0,6.4,6.35,3,3
8930.0,1.1,premium,h,si2,61.75,57.0,4497.0,6.86,6.82,3,3
8931.0,1.1,good,i,si1,63.7,59.0,4497.0,6.56,6.5,1,2
8932.0,1.01,ideal,f,si2,60.5,57.0,4497.0,6.53,6.49,2,3
8933.0,1.01,premium,f,si2,61.6,58.0,4497.0,6.4,6.39,3,3
8934.0,0.8,ideal,g,si2,61.75,59.0,3933.02,5.73,6.48,2,3
8935.0,1.01,premium,f,si2,62.2,59.0,4497.0,6.45,6.41,3,3
8936.0,1.01,premium,f,si2,61.3,60.0,4497.0,6.43,6.4,3,3
8937.0,1.01,ideal,f,si2,62.5,55.0,4497.0,6.4,6.39,2,3
8938.0,1.01,ideal,f,si2,62.8,60.0,4497.0,5.73,5.73,2,3
